Winner,title_bout,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_TKO_Doctor_Stoppage_diff,odds_diff,ev_diff,kd_bout_diff,sig_str_landed_bout_diff,sig_str_attempted_bout_diff,sig_str_pct_bout_diff,tot_str_landed_bout_diff,tot_str_attempted_bout_diff,td_landed_bout_diff,td_attempted_bout_diff,td_pct_bout_diff,sub_attempts_bout_diff,pass_bout_diff,rev_bout_diff,Stance_diff,better_rank_enc
0,0,0,2,0,-3,6,-19,-1,-2,0,2.54,-17.78,6,10.5,-0.166666667,-0.583333333,0,0.0,0.0,0,0,-1,-2,-535,-210.51724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
1,0,0,-2,-5,-5,0,-20,0,2,0,7.62,12.7,4,-7.86904762,0.404761904,-0.202380953,0,0.0,0.0,0,-3,-4,0,260,48.571428569999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
0,0,1,0,0,0,2,-3,0,-1,0,0.0,-2.54,-4,-4.0,-0.25,0.75,0,0.0,0.0,0,0,1,0,370,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,0,0,1,-2,8,0,0,0,-7.62,0.0,-2,-7.75,0.25,0.0,0,0.0,0.0,0,0,1,0,320,91.17647059000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,-1,0,0,1,-1,0,-2,1,-5.08,-10.16,-3,-6.27777778,0.402777778,1.291666667,0,0.0,0.0,0,0,1,0,10,8.281573500000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
0,0,0,0,-1,-1,0,-5,0,0,0,10.16,-5.08,2,-67.5,0.0,-1.5,0,0.0,0.0,0,0,-1,0,345,105.94594595000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-2,-3,-10,4,-38,0,-1,0,7.62,15.24,2,13.5,0.0,-0.9375,0,0.0,0.0,0,-1,-8,0,-10,-8.281573500000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-1
1,1,0,0,0,0,0,0,0,0,0,2.54,7.62,3,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,-280,-63.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0,1,0,0,0,0,0,0,0,0,0,-2.54,-10.44,5,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,-480,-181.53846154000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,0,-1,-7,9,-45,1,0,-2,-5.08,-5.08,6,-18.05555556,-0.7222222220000001,-0.5,0,0.0,0.0,0,-2,-3,-1,240,33.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,1,0,0,0,1,-5,-1,0,0,-7.62,-10.16,-3,-16.0,1.5,-1.0,0,0.0,0.0,0,0,0,0,-280,-63.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1,0,0,0,0,-1,2,-7,0,-1,1,5.08,2.54,0,-1.25,3.0,-1.25,0,0.0,0.0,0,-1,0,0,-250,-40.925925930000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,0,0,0,0,0,0,0,0,-10.16,-15.24,-4,-3.0,0.0,1.0,0,0.0,0.0,0,0,0,0,270,56.03448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,0,0,0,0,0,0,0,0,-15.24,-17.78,-1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,695,288.68421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1,0,0,0,0,0,0,0,0,0,0,-5.08,-5.08,6,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,240,33.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.62,2.74,4,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,-260,-48.571428569999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,30.0,0.0,1.0,0,0.0,0.0,0,0,0,0,230,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,1,0,-1,1,-2,0,0,-2,-2.54,-2.54,2,19.5,1.0,-0.25,0,0.0,0.0,0,0,1,0,-400,-134.54545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,4,-3,-13,5,-30,-1,-7,-4,-2.54,2.54,9,-14.62962963,0.185185186,0.629629629,0,0.0,0.0,0,0,-2,0,-470,-175.78431373,0.0,24.0,35.0,0.04999999999999999,37.0,49.0,-1.0,-5.0,-0.11,0.0,-1.0,0.0,-1,-1
1,0,1,1,-2,-7,5,-31,-1,-4,-1,0.0,-2.54,9,-7.3125,0.25,-0.0625,0,1.0,0.0,-1,0,-1,0,-270,-56.03448276,1.0,2.0,0.0,0.17000000000000004,-3.0,-5.0,0.0,3.0,0.0,0.0,0.0,0.0,1,-1
0,0,0,-1,-1,0,-6,17,0,1,0,2.54,5.08,-1,-32.375,-0.125,-1.5,0,0.0,0.0,0,0,-1,1,310,84.39393939,0.0,16.0,86.0,-0.07,23.0,93.0,1.0,2.0,0.5,0.0,2.0,0.0,0,-1
1,0,0,0,-2,-4,2,-11,0,-4,0,-2.54,0.0,4,23.75,0.0,-0.25,0,0.0,0.0,0,-1,1,0,450,164.18367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,1,0,-2,-3,4,-18,0,-2,0,0.0,-5.08,1,-38.14285714,0.0,-0.428571429,0,2.0,0.0,0,0,-1,0,-1050,-433.33333333,2.0,14.0,10.0,0.26,18.0,15.0,0.0,-2.0,0.0,0.0,1.0,0.0,-1,0
0,0,2,1,-1,-4,6,-27,0,-1,-1,0.0,-15.24,10,-22.36363636,0.363636364,-0.818181818,0,1.0,0.0,0,0,-2,0,-10,-8.281573500000007,1.0,31.0,69.0,0.14,79.0,123.0,1.0,-1.0,1.0,1.0,3.0,0.0,0,0
0,0,-1,-1,-1,-1,1,-5,0,0,0,0.0,7.62,3,-13.33333333,0.0,0.666666667,0,0.0,0.0,0,0,-1,0,-310,-84.39393939,0.0,47.0,63.0,0.10999999999999999,58.0,77.0,1.0,5.0,0.2,0.0,1.0,0.0,0,0
1,0,0,-1,-1,-1,0,-1,0,-1,0,-2.54,2.54,-1,-14.0,0.0,0.0,0,0.0,0.0,0,0,0,0,535,210.51724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,0,0,4,-2,14,0,0,3,10.16,7.62,9,-1.88888889,0.5555555560000001,0.444444445,0,0.0,0.0,0,1,0,0,-1050,-433.33333333,0.0,11.0,14.0,0.43,12.0,12.0,1.0,0.0,1.0,1.0,2.0,0.0,0,0
0,0,1,1,-1,-1,1,-6,0,0,0,10.16,0.0,-5,56.66666667,-0.333333333,-0.333333333,0,0.0,0.0,0,-1,0,0,310,84.39393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,0,0,0,2,-2,0,0,0,2.54,2.54,7,39.33333333,4.333333333,-0.333333333,0,0.0,0.0,0,0,0,0,-355,-112.36842105,0.0,-23.0,13.0,-0.14,-15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,1,0,0,2,-2,4,0,0,3,12.7,7.62,1,-8.38095238,-0.428571429,0.47619047600000003,0,0.0,0.0,0,0,-1,0,-440,-158.33333333000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
1,0,-1,-1,-1,-1,0,-3,0,0,0,-2.54,-15.24,-2,-15.0,0.0,0.0,0,0.0,0.0,0,-1,0,0,320,91.17647059000001,0.0,-1.0,-68.0,0.10999999999999999,-14.0,-81.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1,0,0,-7,0,-1,1,0,0,2,0,0.0,0.0,-14,-14.73333333,0.0,1.3666666669999998,0,0.0,0.0,0,1,-4,0,510,198.63636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0,1,0,2,0,-9,6,-41,-3,-2,-1,7.62,5.08,3,-9.625,-0.36111111100000004,2.8055555560000003,0,0.0,0.0,0,0,-6,0,-250,-40.925925930000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
1,0,1,0,-3,-4,4,-31,-4,-2,0,10.16,7.62,8,-50.75,0.0,-0.25,0,0.0,0.0,0,-1,-1,0,270,56.03448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
0,0,0,0,-5,-14,9,-48,-5,-7,-2,-2.54,-5.08,14,4.56,-0.2,-0.28,0,0.0,0.0,0,-1,-4,0,-420,-146.52173913000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0,0,0,0,0,0,0,0,0,0,0,2.54,2.58,6,3.0,0.0,0.0,0,0.0,0.0,0,0,0,0,-355,-112.36842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,1,3,-1,-4,3,-11,-1,-3,0,0.0,0.0,11,12.8974359,-0.076923077,4.602564102,0,0.0,0.0,-1,0,0,1,-370,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
1,0,1,1,-1,-1,1,-7,1,0,0,-7.62,0.0,-1,-19.91428571,-0.4,-0.457142857,0,0.0,0.0,0,0,-1,0,500,192.96296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
0,0,1,1,0,-4,3,-15,-1,-1,-2,0.0,-2.54,9,0.1025641,-0.282051282,1.5,0,0.0,0.0,1,0,-2,0,-450,-164.18367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
0,0,0,0,0,0,0,0,0,0,0,10.16,10.16,-3,-3.0,0.0,0.0,0,0.0,0.0,0,0,0,0,10,8.281573500000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,3,0,-2,-10,5,-44,-4,-3,0,10.16,2.54,9,5.9935065000000005,0.28571428600000004,-1.98051948,0,0.0,0.0,-1,-4,-2,0,-393,-139.2195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,-1,-6,-2,-5,-1,-5,-2,-3,-1,5.08,10.16,9,7.44285714,0.214285714,0.1,0,0.0,0.0,0,-1,0,0,370,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
0,0,-1,-2,0,-4,2,-30,0,-2,5,7.62,10.16,8,-7.70947368,0.7557894740000001,-1.151578947,0,0.0,0.0,0,-3,-4,0,-260,-48.571428569999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,1,0,0,0,1,-2,0,0,0,-7.62,5.08,2,-2.5,-1.0,-1.5,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-3,-3,-3,-1,-6,0,0,0,5.08,-2.54,-2,-24.0,0.333333333,-0.666666667,0,0.0,0.0,0,0,-3,0,220,16.666666669999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
1,0,0,0,0,0,-1,4,0,-1,-1,7.62,2.54,-4,10.25,-0.05,0.9,0,0.0,0.0,0,0,2,0,725,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,2,1,-1,-2,5,-11,0,-2,0,5.08,12.7,7,8.11111111,-0.111111111,0.8888888890000001,0,0.0,0.0,0,0,0,0,400,134.54545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
0,0,0,0,-3,-2,3,-10,0,-4,2,12.7,15.24,-2,7.87593985,0.43233082700000003,-1.0676691729999999,0,0.0,0.0,0,0,0,-1,300,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,-1,-1,-1,-1,-1,0,0,0,0,-5.08,-2.54,-2,-3.0,0.0,0.0,0,0.0,0.0,0,0,-1,0,345,105.94594595000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
0,0,0,0,2,3,1,-2,0,1,1,-2.54,-2.54,0,-21.51190476,0.071428571,-0.345238096,0,0.0,0.0,0,-1,2,0,-290,-70.48387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
1,0,0,1,1,2,-3,15,0,1,0,7.62,0.0,-1,57.2,0.0,1.2,0,0.0,0.0,0,1,0,0,385,127.38095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
0,0,0,3,0,-8,7,-41,0,0,-2,2.54,12.7,4,11.55263158,-1.1578947370000001,-2.105263158,0,0.0,0.0,0,-2,-4,0,-550,-216.66666666999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
1,0,0,-3,-3,-4,2,-16,0,-1,0,7.62,7.62,-2,-58.33333333,0.0,-2.0,0,0.0,0.0,0,-1,-2,0,810,337.77777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
1,0,-1,0,2,15,-9,55,0,1,4,0.0,-5.08,-6,-24.44444445,0.62962963,1.4444444440000002,0,0.0,0.0,0,4,6,0,1800,591.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,1,0,-2,-3,3,-12,0,-2,0,-2.54,-5.08,14,-22.66666667,-0.333333333,0.0,0,0.0,0.0,0,0,-1,0,-450,-164.18367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,1,0,-1,-1,1,-6,0,0,0,2.54,7.62,0,-28.5,-0.5,-6.0,0,0.0,0.0,0,-1,0,0,-270,-56.03448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
0,0,0,2,-4,-5,2,-21,-2,-3,0,0.0,-2.54,10,-14.31666667,0.0,0.18333333300000001,0,1.0,0.0,0,0,-2,0,280,63.33333333,1.0,8.0,0.0,0.06999999999999998,9.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1,-1
1,0,0,-1,-7,-13,5,-47,0,-4,-1,-2.54,-10.16,3,-45.38888889,-0.27777777800000003,-2.277777778,0,-1.0,0.0,0,-1,-7,0,1275,511.66666667,-1.0,-12.0,-12.0,-0.27,-27.0,-25.0,0.0,0.0,0.0,0.0,-1.0,0.0,0,-1
1,0,0,-2,-2,-2,-1,-3,0,0,-1,0.0,-2.54,0,-13.66666667,-0.166666667,-1.166666667,0,0.0,0.0,0,-1,0,0,450,164.18367347,0.0,-9.0,-34.0,0.02999999999999997,32.0,19.0,6.0,12.0,0.5,-1.0,4.0,0.0,1,0
0,0,1,0,-1,-1,2,-10,0,0,0,0.0,2.54,-4,-28.67857143,-0.46428571399999996,0.8214285709999999,0,-2.0,0.0,0,-1,0,0,320,91.17647059000001,-2.0,-2.0,-26.0,0.10999999999999999,-32.0,-56.0,3.0,4.0,0.6,-1.0,2.0,-1.0,-1,0
1,0,0,0,1,4,-2,14,0,2,0,5.08,7.62,-1,2.875,-0.5,-1.125,0,0.0,0.0,0,0,2,0,-725,-300.0,0.0,-12.0,-27.0,0.03999999999999998,-19.0,-39.0,0.0,-1.0,0.16999999999999998,-1.0,-4.0,0.0,1,0
0,0,-3,0,-2,-2,-2,2,0,0,-2,-2.54,2.54,4,11.75,-0.75,0.75,0,1.0,0.0,0,0,0,0,300,77.5,1.0,19.0,15.0,0.16999999999999998,15.0,11.0,0.0,-4.0,0.0,0.0,0.0,0.0,0,0
0,0,1,0,-1,-3,2,-13,0,1,-1,7.62,7.62,14,-2.47222222,0.027777778,-1.333333333,0,1.0,0.0,0,-1,-2,0,-695,-288.68421053,1.0,17.0,16.0,0.31000000000000005,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,1,1,0,0,1,-3,0,0,0,-2.54,7.62,7,-26.0,0.0,2.166666667,0,0.0,0.0,0,0,0,0,-300,-77.5,0.0,-2.0,14.0,-0.11000000000000004,31.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,-1,-1
0,0,1,0,-1,-3,4,-16,-1,0,-2,-5.08,-2.54,4,-38.42857143,-0.571428571,-0.28571428600000004,0,0.0,0.0,0,-1,0,0,-260,-48.571428569999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
1,0,0,-1,-1,-1,0,-1,0,0,-1,-2.54,-2.54,-5,-2.0,-1.0,-1.0,0,0.0,0.0,0,0,0,0,-290,-70.48387097,0.0,-7.0,-17.0,-0.040000000000000036,-16.0,-27.0,-2.0,-4.0,-0.5,-1.0,-6.0,0.0,0,0
1,0,0,0,-1,-1,-2,1,-1,-2,0,5.08,0.0,-8,-8.58333333,0.666666667,-0.180555556,0,0.0,0.0,0,1,0,0,710,294.35897436,0.0,-36.0,-57.0,-0.050000000000000044,-58.0,-80.0,3.0,11.0,0.27,0.0,0.0,0.0,0,-1
0,0,2,7,0,-12,8,-55,-1,0,-8,-2.54,10.16,9,24.50793651,-0.6031746029999999,1.7777777780000001,0,1.0,0.0,0,-1,-3,0,-940,-395.95238095,1.0,39.0,122.0,0.0,64.0,150.0,0.0,-15.0,0.0,0.0,0.0,0.0,-1,-1
0,0,0,1,1,0,1,-5,1,0,1,0.0,0.0,-3,-26.16666667,0.166666667,3.166666667,0,0.0,0.0,0,-1,0,0,-975,-406.81818182,0.0,-4.0,1.0,-0.53,-17.0,-12.0,2.0,3.0,0.66,1.0,4.0,0.0,-1,-1
0,0,1,1,-1,-2,3,-13,0,-2,1,12.7,0.0,6,-21.83333333,1.0,0.833333333,0,1.0,0.0,0,0,-1,0,-400,-134.54545455,1.0,14.0,31.0,0.09999999999999998,11.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
0,0,0,0,-1,-1,-1,-2,0,-1,0,-5.08,-2.54,-12,13.0,-0.666666667,0.666666667,0,0.0,0.0,0,0,0,0,330,97.85714286000001,0.0,3.0,7.0,0.0,18.0,25.0,-1.0,-2.0,-0.07,0.0,4.0,1.0,-1,0
0,0,1,0,0,0,1,-3,0,0,0,5.08,12.7,-7,-23.0,0.0,0.0,0,0.0,0.0,0,0,0,0,-620,-250.58823529,0.0,32.0,20.0,0.27999999999999997,45.0,31.0,2.0,4.0,-0.4,1.0,8.0,0.0,1,0
1,0,0,2,-1,1,0,5,1,1,-3,-2.54,-10.16,-5,24.33928571,-0.571428571,-0.107142857,0,-1.0,0.0,0,1,2,0,430,152.44680850999998,-1.0,-1.0,-6.0,0.03999999999999998,0.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
0,0,0,4,4,2,0,12,0,-1,-1,-15.24,-20.32,-3,8.175,-0.15,2.925,0,0.0,0.0,0,2,2,0,355,112.36842105,0.0,2.0,-16.0,0.09000000000000002,-30.0,-50.0,3.0,9.0,0.33,0.0,3.0,0.0,1,0
0,0,0,0,-1,-1,0,-2,0,0,-1,-5.08,-7.62,-4,25.58333333,0.666666667,-1.5,0,0.0,0.0,0,0,0,0,0,0.0,0.0,34.0,35.0,0.13999999999999996,46.0,47.0,-2.0,-7.0,-0.28,0.0,2.0,0.0,0,-1
1,0,0,0,0,0,0,0,0,0,0,-10.16,-2.54,0,68.0,0.0,-1.0,0,-1.0,0.0,0,1,-1,0,338,106.52873563,-1.0,-7.0,-10.0,-0.029999999999999916,-7.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,0,-1,-3,2,-14,0,1,-2,7.62,1.66,6,-39.83333333,-1.166666667,0.0,0,-1.0,0.0,0,0,-2,0,300,80.48387097,-1.0,-7.0,-17.0,0.53,-7.0,-17.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0,0
1,0,0,-2,-2,-3,0,-9,-1,0,0,7.62,5.08,1,22.8,-0.2,-4.9,0,0.0,0.0,0,0,-3,0,430,152.44680850999998,0.0,-22.0,-7.0,-0.21000000000000002,-50.0,-47.0,-10.0,-14.0,-0.66,-1.0,-5.0,0.0,2,0
0,0,3,1,2,3,0,12,0,0,-1,-5.08,-7.62,0,23.64285714,-0.107142857,1.428571429,0,1.0,0.0,0,2,2,0,-620,-250.58823529,1.0,22.0,16.0,0.13000000000000006,26.0,15.0,4.0,10.0,0.4,-1.0,2.0,0.0,0,0
1,0,0,0,1,1,0,0,-1,1,0,2.54,12.7,-12,-23.5,0.0,-1.0,0,1.0,0.0,0,0,0,0,-590,-234.23076923,1.0,54.0,81.0,0.21000000000000002,87.0,122.0,-1.0,-6.0,0.72,-1.0,1.0,0.0,1,0
1,1,0,-2,-2,-2,-1,4,-3,-4,0,-2.54,-5.08,0,18.76388889,0.680555556,0.36111111100000004,0,0.0,0.0,0,0,2,0,1200,485.71428571,0.0,-60.0,-85.0,-0.10999999999999999,-73.0,-102.0,-2.0,4.0,-0.63,0.0,-1.0,0.0,0,-1
0,0,0,0,0,1,-2,15,1,0,-2,-10.16,-2.54,12,26.52307692,-0.546153846,-0.507692308,0,1.0,0.0,0,2,1,0,10,8.281573500000007,1.0,-11.0,30.0,-0.19000000000000006,-21.0,20.0,-1.0,-9.0,-0.11,-1.0,-3.0,-1.0,-1,1
1,0,0,0,0,1,-2,4,1,1,0,-2.54,2.54,-1,-40.75,0.0,-0.25,0,-1.0,0.0,0,-1,1,0,480,181.53846154000001,-1.0,-9.0,-7.0,-0.22000000000000003,-10.0,-8.0,0.0,0.0,0.0,-1.0,-3.0,0.0,-2,0
1,0,0,1,-4,-8,2,-27,0,-4,0,7.62,-2.54,-4,-11.03571429,0.071428571,0.321428571,0,-2.0,0.0,0,-1,-3,0,490,187.26415094,-2.0,-52.0,-96.0,-0.07,-55.0,-97.0,1.0,6.0,0.16,-1.0,0.0,0.0,-2,-1
0,0,0,0,5,0,2,23,-1,-6,-1,2.54,0.0,2,19.25217391,0.027826087000000003,0.36869565200000004,0,1.0,0.0,0,2,5,-1,-355,-112.36842105,1.0,9.0,10.0,0.33999999999999997,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
1,0,0,0,-2,-7,4,-26,-1,0,-1,0.0,-10.16,6,-1.91666667,1.6666666669999999,-0.75,0,0.0,0.0,0,-2,-4,0,280,63.33333333,0.0,-1.0,0.0,-0.16999999999999993,6.0,10.0,-2.0,-3.0,-0.66,-1.0,-3.0,0.0,0,0
1,0,0,0,-1,-3,1,-6,0,0,-3,2.54,-15.24,13,13.66666667,-1.0,-1.333333333,0,0.0,0.0,0,0,0,0,-280,-66.03448276,0.0,0.0,-2.0,0.08000000000000007,0.0,-2.0,1.0,-2.0,1.0,-1.0,1.0,0.0,0,-1
1,0,0,2,2,3,0,9,0,0,-1,0.0,-10.16,-3,-6.0,-0.5,-1.5,0,0.0,0.0,0,0,4,0,345,105.94594595000001,0.0,-5.0,-6.0,-0.33999999999999997,-12.0,-15.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,-1,0
1,0,0,-3,-1,2,-1,7,0,0,1,5.08,7.62,4,-10.375,-0.1,0.975,0,-1.0,0.0,0,1,0,0,-220,-16.666666669999998,-1.0,-1.0,-22.0,0.13,-4.0,-27.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0
1,0,0,0,-3,-4,1,-14,-1,0,-3,0.0,5.08,-6,-20.92857143,-0.857142857,0.0,0,0.0,0.0,0,1,-2,0,520,204.28571429,0.0,-17.0,-22.0,-0.15999999999999998,-40.0,-48.0,1.0,2.0,0.33,0.0,0.0,0.0,0,0
0,0,0,0,-3,-9,5,-43,-1,0,-5,0.0,-2.54,7,7.44210526,-0.894736842,-1.084210526,0,0.0,0.0,0,-1,-3,0,-240,-33.07692308,0.0,24.0,39.0,-0.020000000000000018,29.0,44.0,0.0,-6.0,0.6699999999999999,-2.0,-3.0,0.0,0,0
0,0,0,-2,-2,-2,0,-3,0,-2,0,-5.08,-2.54,6,-1.66666667,0.0,-0.333333333,0,0.0,0.0,0,-1,1,0,-320,-91.17647059000001,0.0,27.0,2.0,0.32,38.0,13.0,2.0,1.0,0.3,0.0,0.0,0.0,-1,0
1,0,0,0,0,0,0,-1,0,0,0,7.62,20.32,0,-25.0,-1.0,-2.0,0,0.0,0.0,0,0,0,0,550,216.66666666999998,0.0,-1.0,2.0,-0.5,-9.0,-8.0,-1.0,0.0,-1.0,-2.0,-4.0,0.0,0,0
0,0,0,0,1,-4,2,-17,1,-5,4,-5.08,5.08,7,-3.75,0.8611111109999999,1.9444444440000002,0,0.0,0.0,-1,0,-2,0,-310,-84.39393939,0.0,91.0,135.0,0.09999999999999998,169.0,225.0,4.0,8.0,0.44,0.0,11.0,0.0,0,-1
1,0,0,0,1,-6,3,-38,-8,-1,-2,5.08,5.08,2,4.55590062,-0.291925466,-2.127329192,0,0.0,0.0,0,0,-3,-1,510,198.63636364,0.0,-10.0,-6.0,-0.06,-10.0,-7.0,0.0,-8.0,0.0,0.0,0.0,0.0,0,-1
1,0,-1,-2,0,0,-3,7,0,0,0,7.62,0.0,2,22.6,0.0,-1.5,0,-1.0,0.0,0,0,0,0,535,210.51724138,-1.0,-7.0,28.0,-0.18999999999999995,-6.0,27.0,-1.0,-2.0,-0.5,0.0,-1.0,0.0,1,0
1,0,1,4,2,6,-1,4,0,8,0,2.54,-5.08,2,4.6025640999999995,0.0,-1.679487179,0,-1.0,0.0,0,-1,-1,0,-300,-77.5,-1.0,9.0,14.0,0.14999999999999997,9.0,14.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0,-1
1,0,1,3,-1,-3,3,-17,0,-1,-1,0.0,0.0,2,-9.55555556,-0.111111111,2.888888889,0,0.0,0.0,0,0,-1,0,10,8.281573500000007,0.0,-62.0,-63.0,-0.27999999999999997,-61.0,-62.0,-2.0,-4.0,-0.13,0.0,-1.0,-1.0,0,-1
