R_fighter,B_fighter,gender,R_age,B_age,R_Height_cms,B_Height_cms,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,sig_str_landed_bout_diff,ev_diff,odds_diff,tot_str_landed_bout_diff,sig_str_pct_bout_diff
Liana Jojua,Miranda Maverick,FEMALE,25,23,162.56,160.02,125,125,157.48,165.1,0,-270,-695,0,0
Joel Alvarez,Alexander Yakovlev,MALE,26,36,190.5,190.5,155,155,195.58,187.96,0,80.85714286000002,313,0,0
Brian Ortega,Chan Sung Jung,MALE,29,33,172.72,170.18,145,145,175.26,182.88,0,-110,-360,0,0
Katlyn Chookagian,Jessica Andrade,FEMALE,31,29,175.26,154.94,125,115,172.72,157.48,0,-67.10691824,-289,0,0
Jimmy Crute,Modestas Bukauskas,MALE,24,26,187.96,190.5,205,205,187.96,198.12,0,220.14925373,585,0,0
Claudio Silva,James Krause,MALE,38,34,180.34,187.96,170,170,180.34,185.42,0,-53.33333333,-270,0,0
Thomas Almeida,Jonathan Martinez,MALE,29,26,170.18,172.72,145,145,177.8,177.8,0,38.05755396000001,249,0,0
Mateusz Gamrot,Guram Kutateladze,MALE,29,28,177.8,180.34,155,155,177.8,182.88,0,215.14925373,580,0,0
Gillian Robertson,Poliana Botelho,FEMALE,25,31,165.1,172.72,125,115,160.02,170.18,0,122.48837209,384,0,0
Junyong Park,John Phillips,MALE,29,35,177.8,180.34,185,185,185.42,190.5,0,179.02877698,493,0,0
Jamie Mullarkey,Fares Ziam,MALE,26,23,182.88,185.42,155,155,187.96,190.5,0,37.00729927,247,0,0
Gadzhimurad Antigulov,Maxim Grishin,MALE,33,36,180.34,190.5,205,220,177.8,198.12,0,-250.33333333,-652,0,0
Said Nurmagomedov,Mark Striegl,MALE,28,32,172.72,172.72,135,135,177.8,177.8,0,294.01149425,752,0,0
Marlon Moraes,Cory Sandhagen,MALE,32,28,167.64,180.34,135,135,170.18,177.8,0,-44.07801418,-256,0,0
Edson Barboza,Makwan Amirkhani,MALE,34,31,180.34,177.8,145,145,190.5,182.88,0,190.03496503,511,0,0
Ben Rothwell,Marcin Tybura,MALE,38,34,193.04,190.5,265,249,198.12,198.12,0,67.10691824,289,0,0
Markus Perez,Dricus Du Plessis,MALE,32,26,185.42,182.88,185,185,185.42,182.88,0,-73.11976048,-300,0,0
Tom Aspinall,Alan Baudot,MALE,27,30,195.58,190.5,256,205,198.12,190.5,0,382.14285714,960,0,0
Youssef Zalal,Ilia Topuria,MALE,24,23,177.8,170.18,145,145,182.88,170.18,0,68.27160494,292,0,0
Tom Breese,KB Bhullar,MALE,29,28,190.5,193.04,185,185,185.42,193.04,0,173.63636364,485,0,0
Chris Daukaus,Rodrigo Nascimento,MALE,31,27,190.5,187.96,250,246,193.04,203.2,0,-167.26415094,-470,0,0
Impa Kasanganay,Joaquin Buckley,MALE,26,26,180.34,177.8,185,185,190.5,193.04,0,162.26415094,465,0,0
Ali AlQaisi,Tony Kelley,MALE,30,33,167.64,175.26,135,135,172.72,177.8,0,-149.18367347,-435,0,0
Giga Chikadze,Omar Morales,MALE,32,34,182.88,180.34,145,145,187.96,185.42,0,-78.85714286000002,-311,0,0
Tracy Cortez,Stephanie Egger,FEMALE,26,32,165.1,170.18,135,135,165.1,170.18,0,111.2195122,365,0,0
Bruno Silva,Tagir Ulanbekov,MALE,30,30,162.56,167.64,125,125,165.1,167.64,0,-299.02197802,-776,0,0
Holly Holm,Irene Aldana,FEMALE,38,32,172.72,175.26,135,135,175.26,172.72,0,23,228,0,0
Yorgan De Castro,Carlos Felipe,MALE,33,25,182.88,182.88,250,245,187.96,190.5,0,167.26415094,470,0,0
Germaine de Randamie,Julianna Pena,FEMALE,36,31,175.26,167.64,135,135,180.34,175.26,0,55.33333333,272,0,0
Kyler Phillips,Cameron Else,MALE,25,33,172.72,175.26,135,135,182.88,180.34,0,321.16666667,822,0,0
Dequan Townsend,Dusko Todorovic,MALE,34,26,190.5,185.42,205,185,200.66,187.96,0,-215.14925373,-580,0,0
Carlos Condit,Court McGee,MALE,36,35,187.96,180.34,170,170,190.5,190.5,0,-38.00729927,-248,0,0
Jordan Williams,Nassourdine Imavov,MALE,29,25,185.42,190.5,185,185,190.5,190.5,0,25,230,0,0
Loma Lookboonmee,Jinh Yu Frey,FEMALE,24,35,154.94,160.02,115,115,154.94,165.1,0,53.33333333,270,0,0
Casey Kenney,Heili Alateng,MALE,29,28,170.18,165.1,135,135,172.72,167.64,0,216.14925373,581,0,0
Luigi Vendramini,Jessin Ayari,MALE,24,28,172.72,182.88,170,155,185.42,185.42,0,-4.02382102,-5,0,0
Israel Adesanya,Paulo Costa,MALE,31,29,193.04,185.42,185,185,203.2,182.88,0,97.23655914,337,0,0
Dominick Reyes,Jan Blachowicz,MALE,30,37,193.04,187.96,205,205,195.58,198.12,0,177.26415094,480,0,0
Kai Kara-France,Brandon Royval,MALE,27,28,162.56,175.26,125,125,175.26,172.72,0,146.33333333000004,428,0,0
Ketlen Vieira,Sijara Eubanks,FEMALE,29,35,172.72,162.56,135,135,172.72,170.18,0,97.36842105,340,0,0
Hakeem Dawodu,Zubaira Tukhugov,MALE,29,29,172.72,172.72,145,145,185.42,172.72,0,-45.06993007,-258,0,0
Brad Riddell,Alex Da Silva,MALE,28,24,170.18,172.72,155,155,180.34,185.42,0,223.14925373,588,0,0
Diego Sanchez,Jake Matthews,MALE,38,26,177.8,180.34,170,170,182.88,185.42,0,-456.01398601,-1185,0,0
Shane Young,Ludovit Klein,MALE,27,25,172.72,172.72,145,155,182.88,172.72,0,-30.48062016,-237,0,0
William Knight,Aleksa Camur,MALE,32,25,177.8,185.42,205,205,185.42,187.96,0,-74.11976048,-301,0,0
Juan Espino,Jeff Hughes,MALE,39,32,193.04,187.96,250,250,208.28,195.58,0,200.21311475,538,0,0
Khadis Ibragimov,Danilo Marques,MALE,25,34,190.5,198.12,205,205,198.12,198.12,0,95.05494505,332,0,0
Colby Covington,Tyron Woodley,MALE,32,38,180.34,175.26,170,170,182.88,187.96,0,230.14925373,595,0,0
Khamzat Chimaev,Gerald Meerschaert,MALE,26,32,187.96,185.42,170,185,190.5,195.58,0,275,700,0,0
Johnny Walker,Ryan Spann,MALE,28,29,198.12,195.58,205,205,208.28,200.66,0,20,225,0,0
Mackenzie Dern,Randa Markos,FEMALE,27,35,162.56,162.56,115,115,160.02,160.02,0,83.50282486,317,0,0
Kevin Holland,Darren Stewart,MALE,27,29,190.5,182.88,170,185,205.74,187.96,0,167.26415094,470,0,0
Jordan Espinosa,David Dvorak,MALE,30,28,167.64,165.1,125,125,175.26,172.72,0,0,0,0,0
Mirsad Bektic,Damon Jackson,MALE,29,32,172.72,180.34,145,145,177.8,180.34,0,250.33333333,652,0,0
Mayra Bueno Silva,Mara Romero Borella,FEMALE,29,34,167.64,167.64,135,125,167.64,175.26,0,173.63636364,485,0,0
Jessica-Rose Clark,Sarah Alpar,FEMALE,32,29,165.1,162.56,125,135,162.56,162.56,0,136.52173913,410,0,0
Darrick Minner,TJ Laramie,MALE,30,22,170.18,167.64,145,145,175.26,167.64,0,-215.14925373,-580,0,0
Journey Newson,Randy Costa,MALE,31,26,165.1,175.26,135,135,170.18,185.42,0,37.00729927,247,0,0
Andre Ewell,Irwin Rivera,MALE,32,31,172.72,167.64,135,135,190.5,170.18,0,145.33333333000004,427,0,0
Tyson Nam,Jerome Rivera,MALE,36,25,170.18,177.8,125,135,172.72,182.88,0,97.36842105,340,0,0
Michelle Waterson,Angela Hill,FEMALE,34,35,160.02,160.02,115,115,157.48,162.56,0,-25,-230,0,0
Ottman Azaitar,Khama Worthy,MALE,30,33,172.72,180.34,155,155,180.34,187.96,0,-37.00729927,-247,0,0
Roxanne Modafferi,Andrea Lee,FEMALE,37,31,170.18,167.64,125,125,175.26,175.26,0,-210.14925373,-575,0,0
Ed Herman,Mike Rodriguez,MALE,39,31,185.42,193.04,205,205,195.58,208.28,0,-155,-445,0,0
Billy Quarantillo,Kyle Nelson,MALE,31,29,177.8,180.34,145,155,177.8,180.34,0,155,445,0,0
Julia Avila,Sijara Eubanks,FEMALE,32,35,170.18,162.56,135,135,172.72,170.18,0,197.21311475,535,0,0
Roosevelt Roberts,Kevin Croom,MALE,26,33,187.96,180.34,155,155,185.42,185.42,0,260.02597403,671,0,0
Alexandr Romanov,Roque Martinez,MALE,29,34,187.96,177.8,262,250,190.5,177.8,0,247.22222222,635,0,0
Bobby Green,Alan Patrick,MALE,34,37,177.8,180.34,155,155,180.34,187.96,0,193.10169492,522,0,0
Brok Weaver,Jalin Turner,MALE,28,25,182.88,190.5,155,155,185.42,195.58,0,-282.19047619,-726,0,0
Bryan Barberena,Anthony Ivy,MALE,31,30,182.88,187.96,170,185,182.88,187.96,0,179.02877698,493,0,0
Sabina Mazo,Justine Kish,FEMALE,23,32,170.18,165.1,125,125,177.8,162.56,0,162.26415094,465,0,0
Alistair Overeem,Augusto Sakai,MALE,40,29,193.04,190.5,265,265,203.2,195.58,0,67.10691824,289,0,0
Ovince Saint Preux,Alonzo Menifield,MALE,37,32,190.5,182.88,205,205,203.2,193.04,0,-35.37313433,-244,0,0
Michel Pereira,Zelim Imadaev,MALE,26,25,185.42,182.88,170,170,185.42,193.04,0,0,0,0,0
Brian Kelleher,Ray Rodriguez,MALE,34,32,167.64,170.18,145,135,167.64,180.34,0,288.68421053,695,0,0
Andre Muniz,Bartosz Fabinski,MALE,30,34,185.42,182.88,185,170,198.12,190.5,0,-71.39393939,-297,0,0
Viviane Araujo,Montana De La Rosa,FEMALE,33,25,162.56,170.18,125,125,172.72,172.72,0,90.05494505,327,0,0
Cole Smith,Hunter Azure,MALE,31,28,180.34,172.72,135,145,170.18,175.26,0,-142.44680850999995,-420,0,0
Anthony Smith,Aleksandar Rakic,MALE,32,28,193.04,193.04,205,205,193.04,198.12,0,-189.02877698,-503,0,0
Robbie Lawler,Neil Magny,MALE,38,33,180.34,190.5,170,170,187.96,203.2,0,-160,-450,0,0
Ji Yeon Kim,Alexa Grasso,FEMALE,30,27,170.18,165.1,125,115,182.88,167.64,0,-198.25396825,-545,0,0
Ricardo Lamas,Bill Algeo,MALE,38,31,172.72,182.88,145,145,180.34,185.42,0,210.14925373,575,0,0
Maki Pitolo,Impa Kasanganay,MALE,29,26,177.8,180.34,185,185,190.5,190.5,0,-43.05755396000001,-254,0,0
Mallory Martin,Hannah Cifers,FEMALE,26,28,162.56,154.94,115,115,160.02,157.48,0,207.25396825,554,0,0
Alessio Di Chirico,Zak Cummings,MALE,30,36,182.88,182.88,185,185,187.96,190.5,0,4.02382102,5,0,0
Alex Caceres,Austin Springer,MALE,32,33,177.8,172.72,145,145,185.42,180.34,0,131.55555556000002,401,0,0
Polyana Viana,Emily Whitmire,FEMALE,28,29,165.1,165.1,115,115,170.18,160.02,0,-38.05755396000001,-249,0,0
Sean Brady,Christian Aguilera,MALE,27,28,177.8,175.26,170,170,182.88,182.88,0,308.02197802,785,0,0
Pedro Munhoz,Frankie Edgar,MALE,33,38,167.64,167.64,135,135,165.1,172.72,0,189.02877698,503,0,0
Marcin Prachnio,Mike Rodriguez,MALE,32,31,190.5,193.04,205,205,187.96,208.28,0,-146.33333333000004,-428,0,0
Mariya Agapova,Shana Dobson,FEMALE,23,31,167.64,167.64,125,125,172.72,175.26,0,743.006993007,2180,0,0
Daniel Rodriguez,Dwight Grant,MALE,33,35,185.42,185.42,170,170,187.96,193.04,0,136.52173913,410,0,0
Amanda Lemos,Mizuki Inoue,FEMALE,33,26,162.56,160.02,135,125,165.1,165.1,0,-37.00729927,-247,0,0
Austin Hubbard,Joe Solecki,MALE,28,26,177.8,175.26,155,155,180.34,177.8,0,0,0,0,0
Ike Villanueva,Jordan Wright,MALE,36,28,185.42,187.96,225,205,185.42,195.58,0,-26.48062016,-233,0,0
Carlton Minus,Matthew Semelsberger,MALE,27,27,177.8,185.42,170,170,187.96,185.42,0,9.593859930000008,12,0,0
Timur Valiev,Trevin Jones,MALE,30,30,167.64,170.18,145,140,170.18,177.8,0,369.14285714,947,0,0
Stipe Miocic,Daniel Cormier,MALE,37,41,193.04,180.34,240,235,203.2,182.88,0,-5.05390835,-6,0,0
Sean O'Malley,Marlon Vera,MALE,25,27,180.34,172.72,135,145,182.88,177.8,0,207.21311475,545,0,0
Junior Dos Santos,Jairzinho Rozenstruik,MALE,36,32,193.04,193.04,238,242,195.58,198.12,0,-45.06993007,-258,0,0
John Dodson,Merab Dvalishvili,MALE,35,29,160.02,167.64,135,135,167.64,172.72,0,-146.33333333000004,-428,0,0
Jim Miller,Vinc Pichel,MALE,36,37,172.72,177.8,155,155,180.34,182.88,0,-19.35483871,-224,0,0
Ashley Yoder,Livinha Souza,FEMALE,32,29,170.18,160.02,115,115,175.26,160.02,0,-68.27160494,-292,0,0
Felice Herrig,Virna Jandiroba,FEMALE,35,32,162.56,160.02,115,115,165.1,162.56,0,-208.25396825,-555,0,0
Herbert Burns,Daniel Pineda,MALE,32,35,175.26,170.18,145,145,185.42,177.8,0,190.03496503,511,0,0
TJ Brown,Danny Chavez,MALE,30,33,175.26,172.72,145,145,182.88,172.72,0,70.11976048,297,0,0
Chris Daukaus,Parker Porter,MALE,30,30,187.96,172,256,260,187.96,172,0,-9.593859930000008,-12,0,0
Derrick Lewis,Aleksei Oleinik,MALE,35,43,190.5,187.96,260,240,200.66,203.2,0,110,360,0,0
Omari Akhmedov,Chris Weidman,MALE,32,36,182.88,187.96,185,205,185.42,198.12,0,-44.07801418,-256,0,0
Maki Pitolo,Darren Stewart,MALE,29,29,177.8,182.88,170,185,190.5,187.96,0,-60.48387097,-280,0,0
Yana Kunitskaya,Julija Stoliarenko,FEMALE,30,27,167.64,170.18,135,135,172.72,167.64,0,97.36842105,340,0,0
Beneil Dariush,Scott Holtzman,MALE,31,36,177.8,175.26,155,155,182.88,175.26,0,110,360,0,0
Tim Means,Laureano Staropoli,MALE,36,27,187.96,185.42,170,170,190.5,180.34,0,-53.33333333,-270,0,0
Kevin Holland,Joaquin Buckley,MALE,27,26,190.5,177.8,170,185,205.74,185.42,0,311.02197802,788,0,0
Nasrat Haqparast,Alex Munoz,MALE,24,30,177.8,175.26,155,155,182.88,175.26,0,146.33333333000004,428,0,0
Andrew Sanchez,Wellington Turman,MALE,32,24,185.42,182.88,185,185,187.96,182.88,0,-68.27160494,-292,0,0
Gavin Tucker,Justin Jaynes,MALE,34,30,167.64,170.18,145,155,167.64,172.72,0,40.05755396000001,251,0,0
Youssef Zalal,Peter Barrett,MALE,23,33,177.8,177.8,145,145,182.88,185.42,0,319.16666667,820,0,0
Irwin Rivera,Ali Qaisi,MALE,31,29,167.64,172.72,135,135,167.64,172.72,0,94.23655914,334,0,0
Derek Brunson,Edmen Shahbazyan,MALE,36,22,185.42,187.96,185,185,195.58,187.96,0,-247.22222222,-635,0,0
Joanne Calderwood,Jennifer Maia,FEMALE,34,31,167.64,162.56,125,125,165.1,162.56,0,68.27160494,292,0,0
Vicente Luque,Randy Brown,MALE,28,30,180.34,190.5,170,170,190.5,198.12,0,110,360,0,0
Lando Vannata,Bobby Green,MALE,28,33,175.26,177.8,155,155,180.34,180.34,0,68.27160494,292,0,0
Frankie Saenz,Jonathan Martinez,MALE,39,26,167.64,172.72,135,135,167.64,177.8,0,-160,-450,0,0
Johnny Munoz,Nate Maness,MALE,27,29,175.26,177.8,145,135,180.34,182.88,0,-37.00729927,-247,0,0
Jamall Emmers,Vince Cachero,MALE,31,30,177.8,167.64,145,145,187.96,172.72,0,237.22222222,625,0,0
Robert Whittaker,Darren Till,MALE,29,27,182.88,182.88,185,185,185.42,187.96,0,30.07692308,237,0,0
Mauricio Rua,Rogerio Nogueira,MALE,38,44,185.42,187.96,205,205,193.04,190.5,0,97.36842105,340,0,0
Fabricio Werdum,Alexander Gustafsson,MALE,42,33,193.04,195.58,231,205,195.58,200.66,0,-230.14925373,-595,0,0
Carla Esparza,Marina Rodriguez,FEMALE,32,33,154.94,167.64,115,115,160.02,165.1,0,-90.05494505,-327,0,0
Paul Craig,Gadzhimurad Antigulov,MALE,32,33,190.5,180.34,205,205,193.04,177.8,0,37.00729927,247,0,0
Alex Oliveira,Peter Sobotta,MALE,32,33,180.34,182.88,170,170,193.04,190.5,0,90.05494505,327,0,0
Khamzat Chimaev,Rhys McKee,MALE,26,30,187.96,185.42,185,170,190.5,185.42,0,692,1950,0,0
Francisco Trinaldo,Jai Herbert,MALE,41,32,175.26,185.42,155,155,177.8,185.42,0,33.37313433,242,0,0
Nicolas Dalby,Jesse Ronson,MALE,35,34,180.34,177.8,170,155,187.96,182.88,0,167.26415094,470,0,0
Tom Aspinall,Jake Collier,MALE,27,31,195.58,190.5,256,205,195.58,198.12,0,184.02877698,498,0,0
Movsar Evloev,Mike Grundy,MALE,26,33,170.18,170.18,145,145,182.88,182.88,0,111,361,0,0
Tanner Boser,Raphael Pessoa,MALE,28,31,187.96,190.5,255,262,190.5,198.12,0,184.02877698,498,0,0
Bethe Correia,Pannie Kianzad,FEMALE,37,28,165.1,170.18,135,135,162.56,167.64,0,-69.27160494,-293,0,0
Ramazan Emeev,Niklas Stolze,MALE,33,27,177.8,182.88,170,170,193.04,182.88,0,275,700,0,0
Nathaniel Wood,John Castaneda,MALE,27,28,167.64,170.18,135,135,175.26,177.8,0,298.02197802,775,0,0
Deiveson Figueiredo,Joseph Benavidez,MALE,32,35,165.1,162.56,125,125,172.72,165.1,0,135.55555556000002,405,0,0
Jack Hermansson,Kelvin Gastelum,MALE,32,28,185.42,175.26,185,185,195.58,180.34,0,0,0,0,0
Marc Diakiese,Rafael Fiziev,MALE,27,27,177.8,172.72,155,155,185.42,180.34,0,75.11976048,302,0,0
Ariane Lipski,Luana Carolina,FEMALE,26,27,167.64,167.64,125,125,170.18,175.26,0,20,225,0,0
Alexandre Pantoja,Askar Askarov,MALE,30,27,165.1,167.64,125,125,170.18,170.18,0,117.38095238,375,0,0
Roman Dolidze,Khadis Ibragimov,MALE,32,25,187.96,190.5,205,205,193.04,198.12,0,75.11976048,302,0,0
Grant Dawson,Nad Narimani,MALE,26,33,177.8,172.72,145,145,182.88,177.8,0,155,445,0,0
Joe Duffy,Joel Alvarez,MALE,32,26,177.8,190.5,155,155,185.42,195.58,0,220.14925373,585,0,0
Brett Johns,Montel Jackson,MALE,28,28,170.18,177.8,135,135,180.34,190.5,0,-123.48837209,-385,0,0
Malcolm Gordon,Amir Albazi,MALE,30,26,170.18,165.1,125,125,180.34,172.72,0,-75.11976048,-302,0,0
Davi Ramos,Arman Tsarukyan,MALE,33,23,167.64,170.18,155,155,177.8,182.88,0,-110,-360,0,0
Carlos Felipe,Serghei Spivac,MALE,25,25,182.88,190.5,245,260,190.5,198.12,0,-83.50282486,-317,0,0
Calvin Kattar,Dan Ige,MALE,32,28,180.34,170.18,145,145,182.88,180.34,0,215.14925373,506,0,0
Tim Elliott,Ryan Benoit,MALE,33,30,170.18,165.1,125,125,167.64,172.72,0,20,253,0,0
Jimmie Rivera,Cody Stamann,MALE,31,30,162.56,167.64,145,145,172.72,162.56,0,41.07801418,253,0,0
Molly McCann,Taila Santos,FEMALE,30,27,162.56,165.1,125,125,157.48,172.72,0,20,272,0,0
Abdul Razak Alhassan,Mounir Lazzez,MALE,34,32,177.8,185.42,170,170,185.42,185.42,0,231.01449275,605,0,0
John Phillips,Khamzat Chimaev,MALE,35,26,180.34,187.96,185,185,190.5,187.96,0,-231.01449275,-646,0,0
Ricardo Ramos,Lerone Murphy,MALE,24,28,175.26,175.26,145,145,182.88,185.42,0,68.27160494,292,0,0
Modestas Bukauskas,Andreas Michailidis,MALE,26,31,190.5,182.88,205,185,190.5,182.88,0,117.38095238,317,0,0
Jared Gordon,Chris Fishgold,MALE,31,28,175.26,172.72,145,145,172.72,172.72,0,53.33333333,258,0,0
Diana Belbita,Liana Jojua,FEMALE,24,25,170.18,162.56,125,125,172.72,157.48,0,75.11976048,350,0,0
Jack Shore,Aaron Phillips,MALE,25,30,172.72,175.26,135,135,180.34,177.8,0,461.01398601,1190,0,0
Kamaru Usman,Jorge Masvidal,MALE,33,36,182.88,180.34,170,170,193.04,187.96,-28,148.33333333000004,430,-175,-0.09999999999999998
Alexander Volkanovski,Max Holloway,MALE,31,28,167.64,180.34,145,145,180.34,175.26,-35,122.38095238,380,-28,-0.12
Petr Yan,Jose Aldo,MALE,27,33,170.18,170.18,135,135,170.18,177.8,-111,128.48837208999998,390,-175,-0.09999999999999998
Jessica Andrade,Rose Namajunas,FEMALE,28,28,154.94,165.1,115,115,157.48,165.1,11,-128.48837208999998,-390,3,0
Amanda Ribas,Paige VanZant,FEMALE,26,26,160.02,162.56,115,115,167.64,165.1,-3,487.01298701,1270,-9,-0.25
Volkan Oezdemir,Jiri Prochazka,MALE,30,27,187.96,193.04,205,205,190.5,193.04,-8,66.10691824,288,-11,0.010000000000000007
Elizeu Zaleski dos Santos,Muslim Salikhov,MALE,33,36,180.34,180.34,170,170,185.42,177.8,-6,-33.37313433,-242,-6,0.12
Makwan Amirkhani,Danny Henry,MALE,31,31,177.8,182.88,145,145,182.88,185.42,4,123.48837209,385,4,0.03999999999999998
Leonardo Santos,Roman Bogatov,MALE,40,29,182.88,172.72,155,155,190.5,172.72,-16,88.50282486,322,-35,-0.13000000000000006
Marcin Tybura,Maxim Grishin,MALE,34,36,190.5,190.5,249,265,198.12,198.12,-6,0,0,-16,0.10000000000000003
Raulian Paiva,Zhalgas Zhamagulov,MALE,24,31,172.72,162.56,125,125,175.26,162.56,0,86.44444444,322,0,0
Karol Rosa,Vanessa Melo,FEMALE,25,32,165.1,165.1,135,135,170.18,165.1,-75,155,445,-99,-0.19
Martin Day,Davey Grant,MALE,31,34,177.8,172.72,135,135,185.42,175.26,12,68.27160494,292,18,0.029999999999999968
Dustin Poirier,Dan Hooker,MALE,31,30,175.26,182.88,155,155,182.88,190.5,2,135.55555556000002,405,-26,-0.05000000000000005
Mike Perry,Mickey Gall,MALE,28,28,177.8,187.96,170,170,180.34,187.96,-21,203.25396825,550,-44,-0.06999999999999995
Brendan Allen,Kyle Daukaus,MALE,24,27,187.96,190.5,185,185,190.5,193.04,-7,202.21311475,540,13,-0.040000000000000036
Gian Villante,Maurice Greene,MALE,34,33,190.5,200.66,205,258,193.04,203.2,-9,-136.52173913,-410,-27,-0.23000000000000004
Luis Pena,Khama Worthy,MALE,26,33,190.5,180.34,155,155,190.5,187.96,17,155,445,26,0.05000000000000005
Mara Romero Borella,Miranda Maverick,FEMALE,34,22,167.64,160.02,125,125,175.26,165.1,0,-197.21311475,-535,0,0
Philipe Lins,Tanner Boser,MALE,34,28,187.96,187.96,240,255,198.12,190.5,9,0,0,9,0.3300000000000001
Sean Woodson,Julian Erosa,MALE,28,30,187.96,185.42,145,145,198.12,187.96,-3,303.02197802,780,-9,0.020000000000000014
Takashi Sato,Jason Witt,MALE,30,33,177.8,177.8,170,170,185.42,177.8,-16,179.02877698,493,-16,-0.45
Kay Hansen,Jinh Yu Frey,FEMALE,20,35,160.02,157.48,115,115,160.02,157.48,-5,80.85714286000002,313,-16,0
Jordan Griffin,Youssef Zalal,MALE,30,23,177.8,177.8,145,145,185.42,182.88,31,-6.620324390000008,-8,37,0.12
Curtis Blaydes,Alexander Volkov,MALE,29,31,193.04,200.66,265,250,203.2,203.2,-38,300,725,11,-0.2899999999999999
Josh Emmett,Shane Burgos,MALE,35,29,167.64,180.34,145,145,177.8,190.5,1,-48.57142857,-260,12,0.040000000000000036
Raquel Pennington,Marion Reneau,FEMALE,31,43,170.18,167.64,135,135,170.18,172.72,-61,77.5,300,-37,-0.29999999999999993
Belal Muhammad,Lyman Good,MALE,31,35,180.34,182.88,170,170,182.88,187.96,-1,33.07692308,240,-2,0
Jim Miller,Roosevelt Roberts,MALE,36,26,172.72,187.96,155,155,180.34,185.42,-1,-158.33333333000004,-440,-2,-0.16000000000000006
Clay Guida,Bobby Green,MALE,38,33,170.18,177.8,155,155,177.8,180.34,62,-152.44680850999995,-430,63,0.21000000000000008
Tecia Torres,Brianna Van Buren,FEMALE,30,26,154.94,152.4,115,115,152.4,157.48,-40,-127.38095238,-385,-74,0.03999999999999998
Marc-Andre Barriault,Oskar Piechota,MALE,30,30,185.42,182.88,185,185,187.96,193.04,-37,-16.666666669999998,-220,-36,-0.10000000000000003
Cortney Casey,Gillian Robertson,FEMALE,33,25,170.18,165.1,125,125,170.18,160.02,-1,-16.666666669999998,-220,-72,0.01999999999999996
Frank Camacho,Justin Jaynes,MALE,31,30,177.8,170.18,170,155,185.42,170.18,12,250.58823529,620,12,0.27
Roxanne Modafferi,Lauren Murphy,FEMALE,37,36,170.18,165.1,125,125,175.26,170.18,28,25,230,21,0.2
Austin Hubbard,Max Rohskopf,MALE,28,25,177.8,185.42,155,155,180.34,187.96,-41,-105.94594595,-345,-42,-0.25999999999999995
Jessica Eye,Cynthia Calvillo,FEMALE,33,32,167.64,162.56,125,115,167.64,162.56,43,-43.07692308,-250,80,0.22
Karl Roberson,Marvin Vettori,MALE,29,26,185.42,182.88,185,185,187.96,187.96,41,-166.52173913,-440,56,0.45
Charles Rosa,Kevin Aguilar,MALE,33,31,175.26,170.18,145,155,175.26,185.42,-16,-115.94594595,-355,-16,0
Andre Fili,Charles Jourdain,MALE,29,24,180.34,175.26,145,145,187.96,175.26,18,154.54545455,420,13,0.19
Jordan Espinosa,Mark De La Rosa,MALE,30,25,167.64,167.64,125,135,175.26,165.1,-89,97.11976048,324,-145,-0.3700000000000001
Mariya Agapova,Hannah Cifers,FEMALE,23,27,167.64,154.94,125,115,172.72,157.48,-18,275.14925373,640,-22,-0.21
Merab Dvalishvili,Gustavo Lopez,MALE,29,30,167.64,165.1,135,135,172.72,170.18,-59,622.5,1435,-61,-0.33
Julia Avila,Gina Mazany,FEMALE,32,31,170.18,167.64,135,135,172.72,172.72,-9,467.60869565,1060,-9,-0.05000000000000005
Tyson Nam,Zarrukh Adashev,MALE,36,27,170.18,165.1,125,125,172.72,165.1,0,50.92592593000001,260,0,-0.33
Anthony Ivy,Christian Aguilera,MALE,30,28,187.96,175.26,185,170,187.96,182.88,6,115.94594595,355,6,0.07
Amanda Nunes,Felicia Spencer,FEMALE,32,29,172.72,167.64,145,145,175.26,172.72,0,433.33333333,1050,0,0
Raphael Assuncao,Cody Garbrandt,MALE,37,28,165.1,172.72,135,135,167.64,165.1,0,-48.57142857,-260,0,0
Aljamain Sterling,Cory Sandhagen,MALE,30,28,170.18,180.34,135,135,180.34,177.8,0,8.281573500000007,10,0,0
Neil Magny,Anthony Rocco Martin,MALE,32,30,190.5,182.88,170,170,203.2,185.42,0,40.92592593000001,250,0,0
Eddie Wineland,Sean O'Malley,MALE,35,25,170.18,180.34,135,135,175.26,182.88,0,-380,-900,0,0
Alex Caceres,Chase Hooper,MALE,31,20,177.8,185.42,145,145,185.42,187.96,0,-116.71794872,-363,0,0
Ian Heinisch,Gerald Meerschaert,MALE,31,32,180.34,185.42,185,185,182.88,195.58,0,33.07692308,240,0,0
Cody Stamann,Brian Kelleher,MALE,30,33,167.64,167.64,135,145,162.56,167.64,0,170,460,0,0
Billy Quarantillo,Spike Carlyle,MALE,31,27,177.8,172.72,145,145,177.8,180.34,-12,33.07692308,240,-46,-0.17999999999999994
Charles Byrd,Maki Pitolo,MALE,36,29,177.8,177.8,185,170,185.42,190.5,0,97.85714286,330,0,0
Jussier Formiga,Alex Perez,MALE,35,28,165.1,167.64,125,125,170.18,165.1,0,-40.92592593000001,-250,0,0
Alonzo Menifield,Devin Clark,MALE,32,30,182.88,182.88,205,205,193.04,190.5,0,140.55555556000002,410,0,0
